1209384928162369537,1209371576937799680,1577174810000,2019-12-24,15:06:50,SE Asia Standard Time,1103639118389510144,choerrr_,𝕀𝕥𝕤'𝕞𝕖,,Habibie dan Ainun  3 nonton setujuuuu dehhh huhuhu sad:( Jumanji gak kalah seru tapi wkwkkk,['s_graciajkt48'],[],[],0,0,0,[],[],https://twitter.com/Choerrr_/status/1209384928162369537,False,,0,,,,,,,"[{'user_id': '1103639118389510144', 'username': 'Choerrr_'}, {'user_id': '2397676153', 'username': 'S_GraciaJKT48'}]",,,,
1208140955255070720,1208140955255070720,1576878224000,2019-12-21,04:43:44,SE Asia Standard Time,2430862387,wrofadly,OmChank,,Habibie Ainun ternyata gak seru dan  kentang!,[],[],[],0,0,1,[],[],https://twitter.com/WRofadly/status/1208140955255070720,False,,0,,,,,,,"[{'user_id': '2430862387', 'username': 'WRofadly'}]",,,,
1207491402487095296,1207455711069786114,1576723359000,2019-12-19,09:42:39,SE Asia Standard Time,4891665378,elliermawati11,Elli Chan,,Imperfect alur nya sdh ketebak. Gak seru. Aku sih Tim Habibie dan Ainun❤,['moviemenfess'],[],[],0,0,0,[],[],https://twitter.com/elliermawati11/status/1207491402487095296,False,,0,,,,,,,"[{'user_id': '4891665378', 'username': 'elliermawati11'}, {'user_id': '918269185', 'username': 'moviemenfess'}]",,,,
id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1213418122637697024,1213418122637697024,1578136399000,2020-01-04,18:13:19,SE Asia Standard Time,1002879638580805632,tcy_ticuy,Puspita Kurnia Ningtyas,,Kisah habibie ainun tuh memang luar biasa.. dan perjalanan hidup mereka tuh penuh pelajaran... banyak makna hidup.. bukan cinta sama pasangan aja.. tanah air juga 👏,[],[],[],0,0,1,[],[],https://twitter.com/TCY_TICUY/status/1213418122637697024,False,,0,,,,,,,"[{'user_id': '1002879638580805632', 'username': 'TCY_TICUY'}]",,,,
1212286466715353088,1212242108737830912,1577866591000,2020-01-01,15:16:31,SE Asia Standard Time,1105384230568157185,radennnayu,Serpentinit,,"DES
-malam apresiasi sblm UAS. trus UAS. gatau knp baru kali ini UAS kek beban bgt pdhl yaudah biasa aja. abis itu makrab angkatan. evaluasi angkatan. trus ditutup dgn nonton habibie ainun 3. sekarang goleran aja huhu, kgn kuliah dan kehecticannya",[],[],[],1,0,0,[],[],https://twitter.com/radennnayu/status/1212286466715353088,False,,0,,,,,,,"[{'user_id': '1105384230568157185', 'username': 'radennnayu'}]",,,,
1209605614667616256,1209605614667616256,1577227426000,2019-12-25,05:43:46,SE Asia Standard Time,1653148963,iisfaridaaa,HOBI MAKAN,,"People post pada nangis abis nonton film habibie ainun. I'm like, anjir dari film yg awal dulu aku nonton biasa aja ga ada nangis nangisnya. Even filmnya bagus dan inspiratif, tapi masih bingung adegan mana yg bisa bikin nangis🥺",[],[],[],0,0,0,[],[],https://twitter.com/iisfaridaaa/status/1209605614667616256,False,,0,,,,,,,"[{'user_id': '1653148963', 'username': 'iisfaridaaa'}]",,,,
1208896349220900864,1208896349220900864,1577058324000,2019-12-23,06:45:24,SE Asia Standard Time,1420252094,andriansatyo,wongarit,,"Minggu nonton Star Wars di PIM1 ada olla ramlan dan reza rahardian (mn. habibie ainun 3). Biasa aja, tidak ada hasrat ingin ""aaaaaww reza rahardian, poto-poto-poto (sambil nafas putus putus)"".

Faktor kebiasaan.",[],[],[],1,0,0,[],[],https://twitter.com/AndrianSatyo/status/1208896349220900864,False,,0,,,,,,,"[{'user_id': '1420252094', 'username': 'AndrianSatyo'}]",,,,
1207618053044764672,1207618053044764672,1576753554000,2019-12-19,18:05:54,SE Asia Standard Time,1066787901415936000,dinidvr,dinnn,,"Film Habibie ainun 3 , awal2 ngerasa biasa aja. waktu sampe pertengahan tepatnya pas masa kuliah bu ainun mulai asik, dan ..... Kisah cinta bu ainun sama Ahmad (nichol) ga terdugaa pol! Ga nyangka ending hubungannya bakalan gitu. Too much moral value about love and future in here",[],[],[],1,0,0,[],[],https://twitter.com/dinidvr/status/1207618053044764672,False,,0,,,,,,,"[{'user_id': '1066787901415936000', 'username': 'dinidvr'}]",,,,
1172066748972945408,1172066748972945408,1568277463000,2019-09-12,15:37:43,SE Asia Standard Time,122897182,heggykearens,Heggy Kearens,,"lihat dan baca cerita Alm Pak Habibie dgn Bu Ainun aku biasa aja...

lihat klip bliau dgn Xanana, aku nangis sendiri :(

rest in power, Pak!",[],[],[],1,0,3,[],[],https://twitter.com/heggykearens/status/1172066748972945408,False,,0,,,,,,,"[{'user_id': '122897182', 'username': 'heggykearens'}]",,,,
1103694510805020672,1103694510805020672,1551976251000,2019-03-07,23:30:51,SE Asia Standard Time,1089553032486936576,ruangalkisah,Ale | hiatus.,,"// Jadi terkenal banget bait 'Dilan Ew' wkwkwk.

People is so salty, huft. Dulu kayak nya Habibie dan Ainun terkenal kalau di Ew in pada biasa aja U.U",[],[],[],0,0,0,[],[],https://twitter.com/ruangalkisah/status/1103694510805020672,False,,0,,,,,,,"[{'user_id': '1089553032486936576', 'username': 'ruangalkisah'}]",,,,
1209605614667616256,1209605614667616256,1577227426000,2019-12-25,05:43:46,SE Asia Standard Time,1653148963,iisfaridaaa,HOBI MAKAN,,"People post pada nangis abis nonton film habibie ainun. I'm like, anjir dari film yg awal dulu aku nonton biasa aja ga ada nangis nangisnya. Even filmnya bagus dan inspiratif, tapi masih bingung adegan mana yg bisa bikin nangis🥺",[],[],[],0,0,0,[],[],https://twitter.com/iisfaridaaa/status/1209605614667616256,False,,0,,,,,,,"[{'user_id': '1653148963', 'username': 'iisfaridaaa'}]",,,,
id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1237750167748481025,1237745081081163776,1583937610000,2020-03-11,21:40:10,SE Asia Standard Time,284020053,kanameken,Ken Kinanti,,"Gila yaaa.. Emg ga salah suka momod dari kuliah tingkat 1. Hiks udh 7 taun suka sm dia. Dari jaman perahu kertas, abis itu di tinggal kuli ke oxford, abis itu habibie ainun, dan di tinggal lagi ke stanford. Aku tunggu momod pulang 💚","['nabilavn', 'youtube']",[],[],0,0,0,[],[],https://twitter.com/kanameken/status/1237750167748481025,False,,0,,,,,,,"[{'user_id': '284020053', 'username': 'kanameken'}, {'user_id': '255384176', 'username': 'nabilavn'}, {'user_id': '10228272', 'username': 'YouTube'}]",,,,
1227200455882747905,1227200455882747905,1581422363000,2020-02-11,18:59:23,SE Asia Standard Time,740603678,laeli_ulfah03,Laeli Maria Ulfah,,Film apa yang bisa kamu tonton berulang-ulang? — Udah ga suka nonton film non... B aja sama film maksudnya mah... Hmm. Tetapi yang lebih dari 1 kali film Habibie dan Ainun Edisi 1. Gw tonton 2 kali kalo ga salah🤔  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM2OEDRIITXXT6RDVRC25PNPN2ZEY5KMYNNRKMSRR2KOZ7QFQBINUDUV27Y4YO4R56M3ZLDERR5QAQFPSOBJRSII6PAWFDIEXDQPQ65U3XQOW24CSL6XMHPGEMOKBAOSTC7COSXN4I2XKWL3DFQCZLAZ6JAY6HTW6H6ICIZKVDWIF2ECKFTBJ4NELLBQ7GWQFN …,[],['https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM2OEDRIITXXT6RDVRC25PNPN2ZEY5KMYNNRKMSRR2KOZ7QFQBINUDUV27Y4YO4R56M3ZLDERR5QAQFPSOBJRSII6PAWFDIEXDQPQ65U3XQOW24CSL6XMHPGEMOKBAOSTC7COSXN4I2XKWL3DFQCZLAZ6JAY6HTW6H6ICIZKVDWIF2ECKFTBJ4NELLBQ7GWQFN'],[],0,0,1,[],[],https://twitter.com/Laeli_ulfah03/status/1227200455882747905,False,,0,,,,,,,"[{'user_id': '740603678', 'username': 'Laeli_ulfah03'}]",,,,
1214017030359117824,1214017030359117824,1578279190000,2020-01-06,09:53:10,SE Asia Standard Time,46027784,diarity,dian lestari astuty,,"Entah kenapa ga begitu suka film habibie dan ainun yang ketiga, walaupun akting nya maudi ayunda bagus2 aja...

Well anyway, quotes ainun:
""Kita ada bagian buku yang sama, tapi di halaman yang berbeda""
waktu mutusin Ahmad, sedih juga, i can relate.",[],[],[],1,0,0,[],[],https://twitter.com/diarity/status/1214017030359117824,False,,0,,,,,,,"[{'user_id': '46027784', 'username': 'diarity'}]",,,,
1211999782232702976,1211996585665515520,1577798240000,2019-12-31,20:17:20,SE Asia Standard Time,869398472,sapaskara,askara,,"@delyunia_ yang ga pernah marah kalau aku cubitin (abisnya gemes sih!), RA Egaa yang suka kasih info ttg volunteer, dan @im_yourspace partner Kerto brgkt-pulang-ngambil uang-belanja wkwk, 

memang benar dalam film Habibie Ainun 3, semua itu tentang ""satu frekuensi"",

xixi.",['delyunia_'],[],[],1,2,0,[],[],https://twitter.com/sapaskara/status/1211999782232702976,False,,0,,,,,,,"[{'user_id': '869398472', 'username': 'sapaskara'}, {'user_id': '949251513246887936', 'username': 'delyunia_'}]",,,,
1208799285472563201,1208799281525788672,1577035182000,2019-12-23,00:19:42,SE Asia Standard Time,16562337,adilaohadila,Pink Selfiestick,,"Body shaming dan how it affected the person di film imperfect. Jujur w jarang blg romcom indo baguss karena biasanya romcom indo suka ada cheesy dan alay nya (even di habibie ainun 3 ada bagian yang super garing dan ga banget) tapi ini imperfect sebaguss itu, w bener2",[],[],[],1,0,0,[],[],https://twitter.com/adilaohadila/status/1208799285472563201,False,,0,,,,,,,"[{'user_id': '16562337', 'username': 'adilaohadila'}]",,,,
1208741537707970563,1208741537707970563,1577021414000,2019-12-22,20:30:14,SE Asia Standard Time,378549491,pypopoy,Poppy EDP,,"#HabibieAinun3 kisah soal ainun muda ga kalah menganggumkan sm  habibie. Alur mundur2 2x ya buat gw agak bingung sm thn  😂. Ada unsur sejarah tiap film biopik dan gw suka. Hrusnya sih habibie muda ksh ke aktor yg laen aja,agak maksa n aneh sih menurut gw reza d buat muda gitu.",[],[],[],0,0,0,['#habibieainun3'],[],https://twitter.com/Pypopoy/status/1208741537707970563,False,,0,,,,,,,"[{'user_id': '378549491', 'username': 'Pypopoy'}]",,,,
1208160071705718785,1207898770614050818,1576882782000,2019-12-21,05:59:42,SE Asia Standard Time,1043044301289082880,gyuhwangmun,🌸jul🌸,,Aktor yg paling aku suka sejak nonton habibie ainun 1😭 kalo bang reza main film pasti aku harus sempetin nonton😭 ga pernah ragu ngecap “film yg diperanin reza rahardian pasti bagus” walaupun blm nonton filmnya😭 dan gapernah nyesel jg karna emng aktingnya bagus😭,['ernestprakasa'],[],[],0,0,0,[],[],https://twitter.com/gyuhwangmun/status/1208160071705718785,False,,0,,,,,,,"[{'user_id': '1043044301289082880', 'username': 'gyuhwangmun'}, {'user_id': '16882261', 'username': 'ernestprakasa'}]",,,,
