20,"Dari film habibie ainun 3 gua belajar kalo cewek itu ga cukup punya cowok yang sweet, tapi cowok yg satu visi dan mendukung semua prinsip hidup yg ada pd diri ceweknya serta menghargai segala keputusanya. 9.5/10 ✨",1
21,"Kemaren jg waktu nonton Habibie dan Ainun 3, tiba tiba Tae muncul di layar gt. Langsung nahan teriak aja gue ya tuhan😭 Sumpah aku heboh sendiri liat Taehyung di iklan..  https://twitter.com/chimbaepsae/status/1211633414094221312 …",1
22,"Setelah nonton habibie-ainun 3 aku kemudian berpikir bahwa Tuhan memang menjadikan mereka jodoh sehidup dan semati. Selamat jalan eyang, nangis aku tadi tuh 😭😭",1
23,"Setelah nonton habibie dan ainun 3, aku berfikir apakah @FiersaBesari itu ada saudaraan sama bu besari??",1
24,"Nah, kalo saya lihat sih bukan ya. Di Imperfect, dari segi cerita, tokoh Reza lebih ke pendukung. Kurang lebih sama bobotnya kayak adeknya, ibunya, dan sahabatnya Rara. Trus Habibie & Ainun 3 lebih fokus ke Ainun. Malah judulnya lebih cocok Ahmad & Ainun 😅.",1
25,"Guys hrs nonton habibie ainun 3 bagus😢😢😢 lebih cerita ttg ainun nya, dan fokus sm perjuangan perempuan di pendidikan keren lah pokoknya!!!!",1
26,"HABIBIE & AINUN 3 
11:45 14:15 16:45 19:15 21:45
.
Kisah Ainun (Maudy Ayunda) sebagaimana remaja di usianya ,punya kisah kasih yang cukup unik, menggelitik dan menarik.Saat di SMA, Ainun dikenal sebagai sosok cerdas…  https://www.instagram.com/p/B6sgYqSJ-5h/?igshid=5k36wdl5efku …",1
27,"1.ratu ilmu hitam
2.habibie dan Ainun 3
3.dua garis biru
4. Imperfect
5.sunyi",1
28,Jadi sesuatu yang indah dan dramatis belum tentu satu frekuensi ~Habibie & Ainun 3  https://www.instagram.com/p/B6nnhicgGmv/?igshid=1tdtkxkmbsf6f …,1
29,"Resensi Film: ""Habibie dan Ainun 3"", Akhir Perjuangan Manis Si Gula Jawa  http://dlvr.it/RM87gh ",1
30,"Jadi sesuatu yang indah dan dramatis belum tentu satu frekuensi.
-Habibie & Ainun 3",1
31,Habibie & Ainun 3 dan Imperfect akan berakhir di posisi berapa di #BoxOfficeIndonesia? pic.twitter.com/GKB3ZOFUyY,1
32,"Abis nntn Habibie Ainun 3.

...plot Twist..
Ahmad ke Eropa, dan ketemu Ilona  pic.twitter.com/hQ4hfeyEhI",1
33,"Sudah nonton Habibie dan Ainun 3 ?
Kalo kamu pengennya punya istri kaya ibu Ainun, kamu juga harus kaya B.J habibie

Jangan kaya B.J nangka",1
34,"1.Habibie Ainun 3
2.Dua Garis Biru
3.Ratu Ilmu Hitam
4.Keluarga Cemara
5.Dilan 1991
*Aku suka karena seru banget, dan di no 2-5 ada Zara nya😝🤣
#Top5Film2019",1
35,"Danur
Dilan
Keluara Cemara
Habibie dan Ainun 3
Gundala 
#Top5Film2019",1
36,"1. Ratu Ilmu Hitam
2. Habibie dan Ainun
3. Frozen 2
4. Danur
5. Perempuan Tanah Jahanam

#Top5Film2019",1
37,"Frozen 2
Gundala
Dua Garis Biru
Habibie dan Ainun 3
Perempuan Tanah Jahanam
#Top5Film2019",1
38,Habibie dan Ainun 3 #Top5Film2019,1
39,"Semoga bisa nonton film Habibie dan Ainun 3, dan IMPERFECT",1
40,Medina zein kena sabu komennya pada bilang soal keughtean dan jilbabnyaa. Semakin mengaminin kata2 ahmad di habibie ainun 3.,1
41,kamu dan kenangan versi instrumental diawal film habibie ainun 3 brengsek banget sih dapet bgt momennya njir,1
42,"Minggu ini mulai Kamis nanti isinya film Indonesia semua. Imperfect, Habibie Ainun 3, NKCTHI, dan Rasuk 2.",1
43,"Jadwal tayang film hari di Cinepolis Theater Binjai Supermall
.
Senin, 30 Desember 2019
HTM : Rp. 30.000,- (Standard)
.
SI MANIS JEMBATAN ANCOL
|11:45| |14:05||16:25| |18:50|
|21:15|
.
HABIBIE DAN AINUN 3
|11:15|…  https://www.instagram.com/p/B6rhRpQJ8tX/?igshid=g6ln13f365ea …",1
44,"Lihat Habibie dan Ainun 3 berasa kayak lihat Dilan 1991. Sedih, nangis, kesel juga 🥺🥺
@jefrinichol
@maudyayunda
#HabibieAinun3",1
45,"""sesuatu yang indah dan dramatis belum tentu satu frekuensi"" ~ Habibie Ainun 3",1
46,Yo yoyoyo you all guys should watch Habibie & Ainun 3 and just see how alm. Pak Habibie very mature enough too fit in relationship with just said that he and alm. Ibu Ainun sama-sama memilih untuk melupakan masa lalu masing2 dan memilih untuk melanjutkan hidup.,1
47,"Habibie dan Ainun 3

Maunya apa sih ini?",1
48,Janganlah ada yang bandingin Imperfect dan Habibie Ainun 3. Masing-masing akan menyentuh relungmu dengan caranya. Jangan lupak nonton! Itu pesanku 🤗🤗🤗,1
49,Baru nonton habibie dan ainun 3 ada satu hal yang baru aku sadari ternyata jefri nichol ganteng banget,1
50,"Berasa wajib banget nonton Habibie Ainun 3 karena @jefrinichol sampe boyong suami, anak, dan mamer. Terima kasih, Ahmad. Walaupun kita tidak satu frekuensi, namun percayalah kita akan bahagia dengan jalan kita masing-masing.  pic.twitter.com/7H8TuxDELB",1
51,"Lihat o habibie dan ainun 3,
Nanti paham 
Wkwk",1
52,"Dari film habibie ainun 3 dapat diambil pelajaran, walaupun sudah mencapai tahap serius dan saling merasa cocok. Ketika visi dan persepsi berbeda maka perpisahan resikonya.",1
53,"""Eyang dan Eyang Putri satu frekuensi. Berbeda kita, tapi kita satu jalan.""

-Habibie Ainun 3-  https://twitter.com/aulmaulidiana/status/1210865282668879872 …",1
54,"Dear Habibie Ainun 3 Cast...
@officialpilarez @jefrinichol @maudyayunda dll aku dan temen ku mengulas film ini dr sisi psikologi, seru bngt bahasannya dan mudah dipahamin.

Dukungan kalian utk share ulasannya akan sngt bermanfaat untk edukasi masyarakat Indonesia ❤️❤️  https://twitter.com/itsigania/status/1211253508155965440 …",1
55,"“Kita berada dalam buku yang sama, tapi halaman yang berbeda,” kata Ainun kepada Ahmad (Habibie Ainun 3)
•
""Kita berada dalam buku dan halaman yang sama,"" Kata @KrisnaPanji3 kepada savanabila 

Menyatukan Misi untuk…  https://www.instagram.com/p/B6p4ZYHAgmv/?igshid=1tyam8a7w4ck …",1
56,Btw habibie & ainun 3... 8.5/10 for me! And 10/10 for Reza Rahadian.. Gila totalitas bgt dia. Bicara dan jalannya bener2 persis eyang🥺❤️ dan makeup artistnya beh sintingg makeupnya keren!,1
57,"Akhirnya, Imperfect dan Habibie & Ainun 3 melengkapi 15 film Indonesia 2019 yang ditonton oleh lebih dari 1 juta orang. Congrats!! #filmindonesia #ImPerfect #HabibieAinun3 #Gundala #dilan1991 #duagarisbiru
@ernestprakasa @jokoanwar @festivalfilmid @Hanungbramantyo pic.twitter.com/s1IfbRIqMx",1
58,"Habibie ainun 3: kisah cinta habibie dan ainun yg difilmin ke 3 kalinya.

Who tf is ahmad??",1
59,"135. Habibie & Ainun 3 (2019)
Melawan patriarki, meraih mimpi, dan melepaskan kekasih hati yang tdk se-frekuensi. Reza Rahardian tetap amazing as always. Chemistry-nya @maudyayunda dan @jefrinichol manis banget si. Mereka sedih aku ikut sedih 😭 9/10 pic.twitter.com/iENCtRSClC",1
60,habibie dan ainun 3. seperti yang dijangka. cerita penuh kata kata yang menarik dan kisah kehidupan yang bagus. patut ditonton. 5/5  pic.twitter.com/HC1V4P7GUz,1
61,"Sesuatu yang indah dan dramatis,belum tentu satu frekuensi.

-Habibie & Ainun 3",1
62,"Baru nonton cuplikannya saja sudah menangis. Bagaimana bila nonton secara lengkap dan tuntas film layar lebar Indonesia  “Habibie & Ainun 3”?

🎬 #OfficialTrailer MD Pictures #HabibieAinun3 🎞️🇮🇩 https://youtu.be/7uV166LCp10 ",1
63,"Ketika semua berbicara tentang film Habibie Dan Ainun 3. Dan uweee blm menonton..
Mana jiwa nasionalismu, akhbrooo .. 😅😅😅😆🌞🌟",1
64,"Habibie dan Ainun 3. ada juga yang siar. (@ MBO Cinemas in Klang, Selangor)  https://www.swarmapp.com/c/i7zjXPfK4t0 ",1
65,Om habibie dan ainun 3 gaknada rencana promo kemedan? Anak medan udah pada gak sabar nih om😁,1
66,Baru aja liat breakdown VFX Habibie dan Ainun 3. Jadi inget Captain America First Avenger.,1
67,"Jadwal tayang film hari di Cinepolis Theater Binjai Supermall
.
Minggu, 29 Desember 2019
HTM : Rp. 45.000,- (Standard)
.
SI MANIS JEMBATAN ANCOL
|11:45| |14:05||16:25| |18:50|
|21:15|
.
HABIBIE DAN AINUN 3
|11:15|…  https://www.instagram.com/p/B6pDD4zJ87r/?igshid=erlca3poda6 …",1
68,"HABIBIE DAN AINUN 3
.
Tayang hari ini di Cinepolis Theater Binjai Supermall
.
Minggu, 29 Desember 2019
HTM : Rp. 45.000 (Standard)
.
|11:15| |13:45| |16:15||18:45|
|21:15|
.
Info lebih lanjut kunjungi website…  https://www.instagram.com/p/B6pC3NdpMLB/?igshid=14m8fxa0fr0va …",1
69,"Yuhu, dah memenuhi 'wishlist' saya. Antara dua film ini, yg paling pengen saya tonton lagi adlh Habibie & Ainun 3. Padahal filmnya tidak sesuai ekspetasi saya, di mana harapan saya adlh melihat bnyk kemesraan Reza Rahadian dan Maudy Ayunda, haha, dan itu tidak saya dapatkan.  pic.twitter.com/Hz1G9nbmUn",1
70,Mending nonton habibie dan ainun 3 atau frozen 2?,1
71,moots nonton Habibie dan Ainun 3 skuyyyy,1
72,"sebabkan habibie dan ainun 3 bukan semua panggung ada, terpaksa la aku tengok cepat. dah la tayangannya cuma beberapa hari saja. karya yang bagus patut ditontonkan banyak tempat dan pelbagai waktu.",1
73,"Apa yang diri sendiri harapkan terkadang tidak sesuai ekspetasi yang terjadi dalam realita

Film Habibie Ainun 3 mengajarkan banyak pelajaran hidup yang berharga; mulai dari pertemanan, percintaan, keluarga, dan masih banyak lagi

9.5/10 buat filmnya

@jefrinichol",1
74,Habibie dan Ainun 3,1
75,"Dari 3 film seri Habibi&Ainun paling favorit dan berkesan teueteup yang kedua ""Rudy Habibie""",1
76,"""Sesuatu yg indah dan dramatis belum tentu satu frekuensi."" _Habibie & Ainun 3",1
77,Setelah nonton Habibie & Ainun 3 baru sadar kalau: Maudy Ayunda dan Reza Rahardian disandingkan kembali setelah film Perahu Kertas (setelah ribuan purnama berlalu),1
78,"Habibie dan Ainun 3 ini terselamatkan karena Maudy A., Jefri N., ma Reza R. sebagai Habibie tua. Ceritanya yaudahlah ya.......",1
79,"CHORD Kunci Gitar Lagu Maudy Ayunda 'Kamu dan Kenangan', Sundtrack Film Habibie Ainun 3  https://padang.tribunnews.com/2019/12/28/chord-kunci-gitar-lagu-maudy-ayunda-kamu-dan-kenangan-sundtrack-film-habibie-ainun-3 … via @tribunpadangcom",1
80,"Gimana ceritanya, awal beli tiket tgl 26 des itu jelas2 tertulis film Habibie & Ainun 3. Bahkan konfirmasi tiket nya yg dikirim via email dan sms pun tertera film itu.. trus knp waktu saya cek di aplikasi barusan film nya berubah jadi Si Manis Jembatan Ancol?? Mohon pencerahannya",1
81,"Gimana ceritanya, awal beli tiket tgl 26 des itu jelas2 tertulis film Habibie & Ainun 3. Bahkan konfirmasi tiket nya yg dikirim via email dan sms pun tertera film itu.. trus knp waktu saya cek di aplikasi barusan film nya berubah jadi Si Manis Jembatan Ancol?? Mohon pencerahannya",1
82,"Jumanji, frozen 2, habibie dan ainun 3",1
83,Habibie dan ainun 3 nih,1
84,@BookMyShowID Ini knp gini? Awal beli aq yakin aq beli tiket habibie & ainun 3. Dpt konfirmasi jg via sms dan email.  pic.twitter.com/4vzqWrpTzC,1
85,Habibie dan Ainun 3 nder,1
86,"Cerita Habibie & Ainun 3 ni membawa point yang berbeza dibandingkan dengan cerita sebelumnya iaitu Rudy Habibie. 

Apa yg memberi kesan, bagaimana Ainun berjaya mengubah pemikiran pd zaman itu, iaitu wanita akhirnya ke dapur. Dan cita-citanya menjadi seorg doktor dikira mustahil",1
87,Aku udah liat habibie dan ainun 3 bang bangus banget sumpah,1
88,Kemarin nonton Habibie Ainun 3 terus kepikiran Ibu Ainun yang pinter gitu punya suami Bapak Habibie yang pinter juga. Jadi motivasi banget buat  belajar semoga nanti diberikan jodoh  yang pinter dan sholeh 😁.,1
89,Reza Rahadian berperan sebagai Bossman di 'My Stupid Boss' dan Habibie di 'Habibie & Ainun 3'.  https://kumparan.com/kumparanhits/membandingkan-penampilan-reza-rahadian-sebagai-bossman-dan-habibie-1sX4Ujn1y1U?utm_medium=post&utm_source=Twitter&utm_campaign=int …,1
90,"SEBUAH PROSES PEMBELAJARAN

Kita tidak perlu meragukan kisah cinta Habibie dan Ainun sebagai roman sejarah terbaik yang kita miliki. Namun memvisualkannya dalam media sinema, itu soal lain. Habibie & Ainun 3 adalah…  https://www.instagram.com/p/B6nXL_2gkWv/?igshid=ykdv6w5o6tcj …",1
91,Sukses terus buat film Habibie Ainun 3 dan project selanjutnya,1
92,habibie dan ainun 3,1
93,Dugabir dan habibie ainun 3,1
94,"Sesuatu yang indah dan dramatis,belum tentu satu frekuensi.

-habibie & ainun 3",1
95,"liburan kemarin diisi dgn nobar keluarga di TM setiabudi HABIBIE AINUN 3.. anak2 sy tmsk anak2 millenial, dan saya liat bnyk anak2 muda millenial yg nonton.. smoga menginspirasi anak2 millenial utk tetap terus mengangkat harkat martabat negri ini,INDONESIA JAYA.. #HabibieAinun3",1
96,"Pen nonton Habibie dan Ainun 3 tapi gaada waktu bngt :"")))",1
97,Habibie dan Ainun 3 coba :',1
98,"Sesuatu yang indah dan dramatis,belum tentu satu frekuensi.

-habibie & ainun 3",1
99,"dilan 1991
dua garis biru
Habibie dan Ainun 3",1
100,"Habibie & Ainun 3

First impression setelah nonton ini sih sedikit kecewa karna ga sesuai ekspektasi gue yg sekeren film sebelumnya. endingnya masih terasa menggantung dan kurang lengkap. Overall film mas @Hanungbramantyo selalu berada diatas standard kok

Rate dariku 7/10

(+)⬇ pic.twitter.com/DBLuUn1fTX","0"
101,"kuntilanak 2, habibie dan ainun 3, imperfect.",1
102,"Nontonnya sama doi semua. Film terakhir ditonton bersama habibie ainun 3, dan sekarang sudah putus:')",1
103,"Snape, Jacob, dan sekarang Ahmad di Habibie & Ainun 3.

Who else has the same path?",1
104,"Palembang, Jefri Nichol, Maudy Ayunda Dan Cast Habibie Ainun 3 Mengajak Kamu Ketemu  https://md.manojpunjabi.com/palembang-jefri-nichol-maudy-ayunda-dan-cast-habibie-ainun-3-mengajak-kamu-ketemu/ … pic.twitter.com/YK8lPxYy8i",1
105,Habibie & Ainun 3 dan imperfect,1
106,"Maudy Ayunda akan bercerita mengenai peran nya di film Habibie Ainun 3.

Saksikan selengkapnya dalam #PERSPEKTIFMETROTV “AKU JUGA TAK SEMPURNA” Bersama Robert Harianto dan bintang tamu @maudyayunda Sabtu (28/12) pukul 22.05 WIB hanya di Metro TV.
 
#damaidalamharmoni pic.twitter.com/GVhF8EC9M6",1
107,"Jadwal tayang film hari di Cinepolis Theater Binjai Supermall
.
Sabtu, 28 Desember 2019
HTM : Rp. 45.000,- (Standard)
.
SI MANIS JEMBATAN ANCOL
|11:45| |14:05||16:25| |18:50|
|21:15|
.
HABIBIE DAN AINUN 3
|11:15|…  https://www.instagram.com/p/B6mXj62J84n/?igshid=jff8gstotxnw …",1
108,"HABIBIE DAN AINUN 3
.
Tayang hari ini di Cinepolis Theater Binjai Supermall
.
Sabtu, 28 Desember 2019
HTM : Rp. 45.000 (Standard)
.
|11:15| |13:45| |16:15||18:45|
|21:15|
.
Info lebih lanjut kunjungi website…  https://www.instagram.com/p/B6mXXHFJvQb/?igshid=c9rig1bgrg1e …",1
109,"Weekend Movies Update Habibie & Ainun 3
.
Kisah Ainun (Maudy Ayunda) sebagaimana remaja di usianya ,punya kisah kasih yang cukup unik, menggelitik dan menarik.Saat di SMA, Ainun dikenal sebagai sosok cerdas yang…  https://www.instagram.com/p/B6mS-FcnLAf/?igshid=15eg40o6ekk8z …",1
110,"Dilan, dua garis biru, perempuan tanah jahanam, bumi manusia, Habibie dan Ainun 3",1
111,"Masih bimbang mau nonton habibie ainun 3 atau tidak? Berikut ada sedikit review amatiran dari seorang pengamat amatiran..

 https://adhityawalenna.web.id/review-habibie-ainun-3-tidak-layak-ditonton/ …

Ditunggu cacian dan makiannya di kolom komentar 😅",1
112,"Aku beli tiket film Habibie&Ainun 3 yang diputar jam 14:25. Durasi Filmnya 2 jaman, selesai sampai 16:30. Film ini menceritakan tentang kisah Eyang Ainun sewaktu muda. Kisah perjuangan dan cinta Eyang Ainun waktu sma hingga kuliah sabelum akhirnya bersama Eyang Habibie.",1
113,"Baru nonton Habibie dan Ainun 3 subhannallah kisah cinta dua manusia yang abadi 😢
Menjadi pembelajaran untuk kehidupan ❤  pic.twitter.com/5oIDywXFi6",1
114,"Setelah nonton Habibie dan Ainun 3, Saya menyadari kalau peran karakter Ahmad pas di kampus yaitu jagain jodoh org. Peran Ahmad sangat berhubungan sekali dengan kehidupan saat ini :) Sungguh mulia sekali",1
115,"Review Habibie & Ainun 3 Bagus bangat, aku mewek beberapa kali dan nangis sesenggukan di akhir film tapi kaya ikutan lega tapi kehilangan juga pokoknya kaya ikut ngerasain yang di film @jefrinichol nitip salam buat ahmad sama ainun. Kalo aku cowok kayaknya bakal gabung ke PPA deh  https://twitter.com/youforme08/status/1210476435753689089 …",1
116,"Maudy Ayunda akan bercerita mengenai peran nya di  film Habibie Ainun 3.

Saksikan selengkapnya dalam #PERSPEKTIFMETROTV “AKU JUGA TAK SEMPURNA” Bersama Robert Harianto dan bintang tamu 
@maudyayunda
 Sabtu (28/12) pukul 22.05 WIB hanya di Metro TV. pic.twitter.com/9MbHcHOJiK",1
117,"""Bahkan sesuatu yang indah dan dramatispun belum tentu sefrekuensi""

-habibie ainun 3-",1
118,Habibie dan ainun 3 taknak masuk malaysia ke ☹️☹️☹️,1
119,"Ainun muda dikisahkan dalam film Habibie ainun 3, film biopik ini menampilkan ikatan cinta sejati  antara Bj Habibie dan Ainun.  Dalam film Habibie Ainun 3 ini banyak sekali kalimat inspiratif yang cocok dengan anak-anak muda masa kini. #playOne #HabibieAinun3 #QuotesMovie pic.twitter.com/Xl9hdkUwVe",1
120,"Lihat Habibie & Ainun 3 membuatku (lagi, lagi, lagi, dan lagi) kena secondlead syndrome ::( bener-bener penyakit",1
121,"Habibie Ainun 3
1-10 ratingku 100😍
apalagi pas bung Ahmad dan Suli nyoba bela diri😂 duh gabisa nahan kegantengan😚  pic.twitter.com/2rLlBevtta",1
122,"Penilaian untuk film Habibie dan Ainun 3 gimana dong? Rencana mau nonton rame2 sama temen. Yang jujur yaa, ehe @infomalang",1
123,"Nonton habibie ainun 3 kayak lagi nonton film india, bikin baper dan durasinya mantep👍 puas banget pokoknya",1
124,"M&G Jailngkung 2
Me: Abang abang foto
Nichol: *ngambil hp gue* 
Me: Makasih makasih
 
dalem hati seneng bgt 😭😭
cakep bgt tolong🥺🥺 dan baik 

p.s: ini sebenernya banyak yg ikutan foto, gue crop aja lah ya xoxoxo

btw @jefrinichol sukses film Habibie&amp;Ainun 3 nyah!🥰  pic.twitter.com/JBqs7Wc3ZY",1
125,banyak pelajaran hidup yang bisa dipetik di film habibie dan ainun 3,1
126,Aku yang udah nonton habibie dan ainun 3 juga kok blom dinotice ama ahmad ya sampe hari ini :(,1
127,"Maudy Ayunda akan bercerita mengenai peran nya di  film Habibie Ainun 3.

Saksikan selengkapnya dalam #PERSPEKTIFMETROTV “AKU JUGA TAK SEMPURNA” Bersama Robert Harianto dan bintang tamu @maudyayunda Sabtu (28/12) pukul 22.05 WIB hanya di Metro TV.
 
#damaidalamharmoni pic.twitter.com/0FlV7FUbfp",1
128,"Nonton Habibie & Ainun 3, pertama2 udah berharap jangan ada scene FPS rendah (patah2) ala sinetron dan please produsernya jangan keliatan banget pengen keliatan 😂 😂 😂
Dan kukecewa~",1
129,"Palembang Akan Datang Maudy Ayunda, Jefri Nichol Dan Cast Habibie Ainun 3  https://md.manojpunjabi.com/palembang-akan-datang-maudy-ayunda-jefri-nichol-dan-cast-habibie-ainun-3/ … pic.twitter.com/36WsVxRY44",1
130,"Nonton habibie dan ainun 3 merasa relate bgt ketika jaga trs dipanggil ""suster"" 😂",1
131,"4 alasan pengen nonton habibie ainun 3 lagi dan lagi: 

-karena ceritanya bagus
-karena ahmad
-karena jefri
-karena jefri itu ahmad
-dan ahmad adalah kita semua
🥺🥺🥺",1
132,tweet,1
133,"Bekasi Meet And Greet Cast Habibie Ainun 3
BEKASI! Sudah siap bertemu para pemain #HabibieAinun3 di bioskop-bioskop berikut ini? Catat jamnya dan sampai bertemoe! ❤️ #KisahCinta #HabibieAinun #ManojPunjabi #Producer #CEO #MDPictures  https://md.manojpunjabi.com/bekasi-meet-and-greet-cast-habibie-ainun-3/ … pic.twitter.com/6LvBB3wULE",1
134,"Bagian nyebut gula Jawa nya. Di Habibie-Ainun 1. Karena gak sengaja pas lagi jalan, Alm. Pak Habibie dan temen-temennya liat Alm. Ibu Ainun. Tapi di Habibie-Ainun 3, emang niat nya pingin ceng-cengin Alm. Pak Habibie sama Alm. Ibu Ainun.",1
135,nonton Habibie dan Ainun 3 dapet banget dong pesan postifnya. suka banget sm alur ceritanya hebat bikin banjir,1
136,selamat dan sukses film Habibie dan Ainun 3 @jefrinichol,1
137,habibie dan ainun 3,1
138,Nnti acara sersan upin dan ipin kita alihkan dulu mjd habibie ainun 3 ye supaya opah dapat tengok kau,1
139,"Jam 10 dijemput paksa +  diajak keluar (padahal msih jam tidur) ama temen + ex (awalnya buat mamam coto doang di conus) tp ujungnya2 malah melipir ke cegeve gegara ada diskon gotix

Dan berakhir nonton film ini (Habibie & Ainun 3)  pic.twitter.com/ahlNnOfNJH",1
140,"Review Film Habibie & Ainun 3 sudah keluar! 
Silakan dibaca dan ditonton filmnya jika berkenan.
 https://sinematografi.ui.ac.id/review-film-habibie-ainun-3/ …",1
141,sore ini gue nonton habibie & ainun 3 bareng sodara A sm B dan tante. sebelumnya sodara gue beli softlens di melawai dan dia bawa ke ruang theater. udh kita beres nonton...,1
142,"Dear penonton bioskop Indonesia

Kalau mau bahas film yg sdg ditonton, boleh gak tunggu sampai film selesai dan sdh di luar teater. Di sana bukan lu sendiri doang jing

Utk 2 penonton Habibie&Ainun 3 yg tadi duduk di samping gue

K#*%OL LO!","0"
143,"Ketika pesan tiket tidak teliti
pesan Ainun dan habibie 3 yang di nonton mlah Imperfect 😅😅😅
iyan_tuamaka @ Poso City Mall  https://www.instagram.com/p/B6if889Hoss/?igshid=1bzzp31z99uq2 …",1
144,"Gimana sih, nonton Habibie dan Ainun 3, baru tiga menit pertama si aku udah nangidddd.",1
145,"Setelah nonton habibie&ainun 3, ku bener-bener kagum sih sama bu Ainun.. Gak heran kenapa pak Habibie bisa secinta itu sama ibu Ainun dan kenapa pak Habibie dan bu Ainun bisa ketemu walau kepisah lama dan jauh. Se frekuensi itu penting..",1
146,Habibie dan Ainun 3 aja. Kalau saranku sih.,1
147,"hari ini Gundala dan Habibie & Ainun 3 mulai tayang reguler di beberapa tempat di Malaysia. 

dan tanggal 02 January 2020 giliran Ratu Ilmu Hitam yang tayang. luar biasa 🔥",1
148,Habibie dan Ainun 3. Ainun yg ngomong sama seorang lelaki yg kuliah di UI beda fakultas sama Bu Ainun.,1
149,"Film apa yang lagi pengen kamu tonton di bioskop? Dan sama siapa pengen nontonnya? — Habibie dan Ainun 3 siiii...
Sama siapa aja dah yg penting nonton akunya :)  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM7SED5LB3QHZ3LW77D7SLNZN62UYY2Z2KE5H4URZUKS6P6EYCJQUH4DB7YEV7M2VONS5LPBQLUIORJE2YHVWSCKGPBOHXYPXKSC27R6LPZSVY2EAX7DNHHROWBOBB6QK46PGHLYM4ZDPVJMTRQSO2OPPSIUYFB5HK5NNIJ4H3TI43KFDU4EKQ==== …",1
150,"Gundala dan Habibie Ainun 3 tayang serentak di Malaysia mulai hari ini.

Jom tonton ramai-ramai.  pic.twitter.com/MKHjVOroH0",1
151,"Maudy ayunda - kamu dan kenangan (ost.habibie ainun 3) 

Btw makasii kaak💜",1
152,"Guru yang baik, adalah guru yang mampu belajar dari muridnya dan bukan sebaliknya. 
-Profesor Husodo, Habibie dan Ainun 3-",1
153,"Dlm rangka me-refresh pikiran dan ""riset""

Akhirnya hari ini bisa marathon film lagi 😁

Knives Out done, Habibie&amp;Ainun 3 serta Imperfect next 😄",1
